15:00:22,574 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap={/metrics=metrics, /stacks=stacks, /logLevel=logLevel}
15:00:22,575 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap={metrics=metrics, logLevel=logLevel, stacks=stacks}
15:00:22,575 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + jmx as servlet
15:00:22,575 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + (S=jmx,[/jmx]) as servletMapping
15:00:22,575 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, NoCacheFilter=NoCacheFilter, static_user_filter=static_user_filter}
15:00:22,576 DEBUG [Thread-3] (Slf4jLog.java:40)   - pathFilters=[(F=NoCacheFilter,[/*],[],15), (F=safety,[/*],[],15), (F=static_user_filter,[*.html, *.jsp],[],15), (F=static_user_filter,[/stacks],[],15), (F=static_user_filter,[/logLevel],[],15), (F=static_user_filter,[/metrics],[],15)]
15:00:22,576 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletFilterMap=null
15:00:22,576 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap={/metrics=metrics, /jmx=jmx, /stacks=stacks, /logLevel=logLevel}
15:00:22,576 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap={jmx=jmx, metrics=metrics, logLevel=logLevel, stacks=stacks}
15:00:22,576 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + (F=static_user_filter,[/jmx],[],15) as filterMapping
15:00:22,576 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, NoCacheFilter=NoCacheFilter, static_user_filter=static_user_filter}
15:00:22,577 DEBUG [Thread-3] (Slf4jLog.java:40)   - pathFilters=[(F=NoCacheFilter,[/*],[],15), (F=safety,[/*],[],15), (F=static_user_filter,[*.html, *.jsp],[],15), (F=static_user_filter,[/stacks],[],15), (F=static_user_filter,[/logLevel],[],15), (F=static_user_filter,[/metrics],[],15), (F=static_user_filter,[/jmx],[],15)]
15:00:22,577 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletFilterMap=null
15:00:22,577 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap={/metrics=metrics, /jmx=jmx, /stacks=stacks, /logLevel=logLevel}
15:00:22,577 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap={jmx=jmx, metrics=metrics, logLevel=logLevel, stacks=stacks}
15:00:22,577 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + conf as servlet
15:00:22,578 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + (S=conf,[/conf]) as servletMapping
15:00:22,578 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, NoCacheFilter=NoCacheFilter, static_user_filter=static_user_filter}
15:00:22,578 DEBUG [Thread-3] (Slf4jLog.java:40)   - pathFilters=[(F=NoCacheFilter,[/*],[],15), (F=safety,[/*],[],15), (F=static_user_filter,[*.html, *.jsp],[],15), (F=static_user_filter,[/stacks],[],15), (F=static_user_filter,[/logLevel],[],15), (F=static_user_filter,[/metrics],[],15), (F=static_user_filter,[/jmx],[],15)]
15:00:22,578 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletFilterMap=null
15:00:22,578 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletPathMap={/metrics=metrics, /conf=conf, /jmx=jmx, /stacks=stacks, /logLevel=logLevel}
15:00:22,578 DEBUG [Thread-3] (Slf4jLog.java:40)   - servletNameMap={jmx=jmx, metrics=metrics, logLevel=logLevel, conf=conf, stacks=stacks}
15:00:22,579 DEBUG [Thread-3] (Slf4jLog.java:40)   - Container ServletHandler@356fd116 + (F=static_user_filter,[/conf],[],15) as filterMapping
15:00:22,579 DEBUG [Thread-3] (Slf4jLog.java:40)   - filterNameMap={safety=safety, NoCacheFilter=NoCacheFilter, static_user_filter=static_user_filter}
